ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
CRI,111656660.412,112968668.34,114271918.447,115564255.432,116847828.144,118120494.186,119384389.502,120638444.507,121881602.522,123115980.132,124339467.204,127252401.708,130146073.456,133018391.673,135870403.361,138702108.518,141513507.145,144304599.242,147076409.225,149826885.036,152557054.316,159681155.954,166959995.909,174393574.182,181980799.628,189723836.239,197621611.168,205674124.412,213881375.974,222243365.854,230760094.051,239430341.357,248256527.893,257237452.744,266373115.914,275663517.401,285108657.205,294708535.327,304461804.493,314371140.954,324435215.729,338082300.798,351973586.276,366107633.416,380487301.416,395111169.825,409979238.643,425091507.866,440446447.28,456047099.028,471891951.185,497781151.465,524354061.583,551610681.54,579551011.335,608175050.968,637482800.441,667474259.751,698149428.9,729508307.888,761550896.714,797197554.214,833659501.671,870936739.09,917686733.076,965619979.16,1014736477.33,1065036227.61,1116519229.97,1169185484.43,1223034990.99,1180694636.24,1297730246.5,1182817067.18,1336042373.77,1313576992.85,1434575366.9,1314147076.27,1365582992.89,1293448375.02,1341075853.79,1338014209.14,1242376603.42,1492442863.57,1327536380.48,1448496115.85,1557366454.77,1798606775.72,1918925759.77,1955955273.29,1890657130.26,2182014896.45,1981066543.01,2030981441.99,1859969048.6,2139242184.65,2396060761.61,2848195040.52,3007711694.27,3125919634.57,2736794440.23,2888861373.48,3371270726.24,4099625363.87,4328912525.75,4631857532.05,4497131207.71,4838115646.4,5379055183.77,5342532128.96,5718667683.6,5650172278.96,6039769170.59,6406111757.99,6806500727.8,7332581427.66,7835903119.21,8205382222.81,8702971544.03,9198542993.94,10041069744.6,10356581884.1,11140703469.2,11942013687.9,11688244297.9,12446003929.6,13862339636.8,15918661467.5,16481437040.0,16909494279.9,16943128582.6,15831775938.3,15231867643.3,15459348452.6,16670608234.3,17161529887.1,18917751327.3,18578263945.2,19070319547.0,19849803062.4,20100213219.9,20689284615.0,22606216242.6,24407316760.8,26012397139.6,27199582003.1,27215079625.3,28916570443.6,31239995775.0,33976197310.4,33130578605.8,32517446160.3,32936841815.6,34499861425.0,35228416257.8,35979975670.0,38393009151.8,40871228325.7,43414633191.7,46023223749.6
CUB,1397965929.83,1434751214.87,1471879657.75,1509351258.46,1547166017.03,1585323933.43,1623825007.69,1662669239.79,1701856629.73,1741387177.52,1781260883.15,1791522409.69,1801783936.22,1812045462.75,1822306989.28,1832568515.82,1842830042.35,1853091568.88,1863353095.41,1873614621.95,1883876148.48,1932670137.02,1981959123.02,2031743106.44,2082022087.32,2132794517.42,2184063466.62,2235827413.25,2288086357.32,2340840298.85,2394089237.81,2500759874.31,2608702755.95,2717916201.69,2828398280.69,2940150798.89,3053175812.04,3167471389.27,3283035349.99,3399869749.9,3517976894.55,3456287087.31,3393365841.93,3329213158.4,3263829036.7,3197213476.87,3129368445.46,3060289952.84,2989980022.05,2918438653.13,2845665846.05,3056514614.85,3274764465.94,3500419096.17,3733474664.95,3973935156.6,4221798614.93,4477062796.16,4739732115.93,5009802014.82,5287277196.02,5645481170.83,6015252496.66,6396591173.55,6635421366.01,6875787256.63,7117688845.41,7361126132.35,7606099117.44,7852607800.69,8100652182.09,8381548356.49,8664194699.65,8948596723.85,9234748897.71,9522656771.7,9527301395.95,9518761343.1,9497041976.89,9462138077.06,8899593187.34,7419875321.91,5905520361.74,6342328047.19,7386183644.96,8556872432.84,9920807653.38,11336731769.9,8742978148.46,9176755192.09,7935741191.27,10899231379.0,9330538616.08,10541303397.1,12325720891.2,13860105175.5,15240677181.6,17600121669.1,15739867208.8,17214631760.6,18493598342.7,20074378557.1,20771870720.7,18236705710.7,19148699216.8,19992204941.2,21788085765.5,24887801018.6,24883563534.5,22151910507.6,22373733797.2,22817358933.6,23274463786.5,23636293241.6,23886507380.8,24136986686.5,25398242488.4,28363318390.6,26719322311.3,26423854918.9,25508790407.3,27587158557.6,28883319784.6,31453312926.3,33054493858.5,34644088907.0,35542556109.6,37070797760.1,39293583288.6,40231976113.3,39704329164.0,42965914327.1,43797531259.0,44815923987.4,46219900920.5,46939773811.2,47009491627.9,46756468008.5,47700132643.1,47887818547.6,47776758261.6,42173304348.2,36324311284.4,30466436758.0,31104678297.1,32171310965.9,34976423075.8,36144831123.0,36584531672.6,39030257763.9,41110016876.7,42259874902.4,42863347015.3,44434936070.1,46957277487.4,52131760642.0,58249592825.5,62320911766.5,64707064255.4,64703532127.7
CYP,125492541.804,128967099.164,132769604.659,133155868.444,136135278.105,137172570.515,144573759.786,151047053.425,156076003.968,155169548.486,160519199.324,159985650.71,166369598.119,172094253.044,175803278.971,178916525.31,181518019.668,177542571.194,187025776.054,190748756.608,193502851.216,197770522.279,205399669.819,206260290.852,219195978.819,224102498.03,220375507.919,223192634.098,226705415.768,222994357.219,231638462.03,239499902.693,246156176.873,252281459.253,254388015.506,256804291.62,261406838.075,269508415.104,276966713.626,284511613.561,289996769.678,292172105.36,295872178.685,301895994.924,312948983.628,320010975.535,331511723.616,335240367.441,347400484.833,359469695.619,363831289.493,364712195.114,373419420.194,383074259.153,393589894.249,406248410.068,421767757.559,437703534.333,438836542.236,451970088.423,460623818.9,481624867.151,503320032.473,523068647.634,494155493.288,509650881.884,535559776.324,527526686.881,518536505.681,496404686.355,511715197.062,490550577.248,568137681.579,563777055.959,612257263.729,648865265.852,659959524.866,694118986.438,729098481.8,753264216.813,744526051.847,709225358.012,739331508.404,721316378.754,755174341.454,792206978.266,834668147.067,881727738.519,909640155.729,967011475.586,959832301.277,1000920489.01,1018829156.03,1046526368.81,1028197291.58,917615897.809,887941168.362,958772520.54,1042481367.94,1147098480.08,1084851929.28,1142413440.57,1299037976.34,1467652669.25,1652948215.86,1700960071.73,1933573612.71,1882433562.84,1694355654.57,1787989458.75,1720806791.17,1938101108.88,2286405497.86,2317763077.98,2009758761.72,2571148271.0,2740630981.33,3022536421.69,3142382665.94,3537941738.75,3593945836.05,3930449425.0,4168702019.18,4198613802.31,3098023681.64,2475076171.87,3155744628.9,3849525878.9,4264306152.34,4911716796.87,5237821777.34,5300041503.89,5728187499.98,5961541015.63,6720561523.43,6956359375.02,7223167480.45,7852483886.72,8470348632.84,9294611328.13,9964096679.7,9884306640.6,10953861328.1,10814346679.7,11641259765.6,12489642578.1,12531663086.0,12871332031.2,13831698242.2,14655134765.6,15456830078.1,16490578125.0,16555955078.2,16437069070.7,17329444813.8,17673071368.9,18605252871.4,19390736485.7,20029522211.9,20521610050.0
CZE,14941164557.0,15112850757.3,15285419872.3,15458876847.7,15633216718.6,15808444469.4,15984557612.8,16161553622.4,16339437541.0,16518204306.5,16697859000.3,16892101119.9,17087329515.0,17283549325.0,17480755390.9,17678952891.2,17878139241.3,18078311818.5,18279475859.0,18481626107.1,18684767838.0,19090223565.7,19499480981.3,19912542736.8,20329411639.8,20750084960.4,21174559813.6,21602839006.7,22034925502.5,22470816416.1,22910508706.6,23334946702.7,23762705065.6,24193789993.0,24628198405.3,25065930303.0,25506982411.9,25951361240.6,26399063554.4,26850085963.0,27304435208.1,27927675434.2,28557279554.7,29193240558.3,29835561925.0,30484243654.9,31139289483.4,31800691990.8,32468454861.3,33142581983.4,33823065631.3,34629711799.8,35445138556.5,36269350020.3,37102338013.5,37944106595.1,38794655765.3,39653985523.7,40522100287.6,41398991282.5,42284662865.9,43173476202.4,44067311533.2,44966178169.7,44615458664.2,44261399646.5,43903996341.5,43543244185.3,43179152358.2,42811711786.1,42440931437.0,46148819436.8,44756791299.2,48374260989.6,53335288878.8,59533199641.3,59282676539.5,63846767593.7,69595914496.3,71656145566.2,69443747938.6,66049152584.8,62426494052.0,58883658440.1,55831338777.5,54547128978.2,58253282757.8,63962511660.7,63740172155.2,63509588468.0,63270773859.7,63319476506.4,63363687886.4,63403408000.0,63438636847.0,63469374427.5,63495620741.5,63517375788.9,63534639569.8,66662116691.1,71192359101.4,71722817607.3,73292998014.6,72256104729.2,74523084623.0,80102576528.3,84015464007.3,88385166865.4,94400526884.2,97966809110.5,1.04780182831e+11,1.08052565081e+11,1.08987929372e+11,1.06325696415e+11,1.10574817637e+11,1.13986407337e+11,1.18372764752e+11,1.23076024045e+11,1.28530689534e+11,1.31348522236e+11,1.33777864963e+11,1.37863812944e+11,1.42122099876e+11,1.46034619971e+11,1.50347779232e+11,1.53712192858e+11,1.55127501107e+11,1.61143678907e+11,1.62150469674e+11,1.6265846233e+11,1.66504672149e+11,1.65172138617e+11,1.68078481122e+11,1.70340935997e+11,1.74071420186e+11,1.75210808767e+11,1.825343683e+11,1.87519507394e+11,1.95860969306e+11,2.01714456256e+11,2.00242948425e+11,1.67873659703e+11,1.62197196477e+11,1.66173934605e+11,1.72059023733e+11,1.80632910074e+11,1.88958847062e+11,1.82848065965e+11,1.81425303022e+11,1.80306308033e+11,1.83101850543e+11,1.93202095645e+11,1.96671560489e+11,2.0076013333e+11,2.10419280731e+11,2.13822648667e+11,2.20668671208e+11,2.27573317613e+11,2.34536587878e+11,2.41558482008e+11
DEU,51020535170.6,50649275556.9,51644484671.4,51518205260.4,52963859355.3,52465907234.0,56940420366.6,59672162406.9,59307242328.9,59349725285.1,62555676787.0,60951624303.6,63893049683.5,68521710857.8,70335883810.0,70537035271.2,71173520470.2,71567528166.2,76044377455.7,76630132406.5,76384495839.5,76291952956.8,81951339946.5,85740756264.2,92062236333.8,92496691264.4,91637113611.8,90874570715.5,94954065236.1,92529902142.7,91696852687.5,94143293106.7,95915420061.4,1.01492888252e+11,1.04097570267e+11,1.06877382825e+11,1.0759766081e+11,1.11701456427e+11,1.15959982436e+11,1.18876766475e+11,1.22381045301e+11,1.22539424893e+11,1.27992805686e+11,1.34810961833e+11,1.38410583363e+11,1.45027245954e+11,1.49910068286e+11,1.53817265022e+11,1.59908328945e+11,1.65194360901e+11,1.71886657975e+11,1.67904653797e+11,1.71793583322e+11,1.81328316394e+11,1.8862268003e+11,1.92699591027e+11,1.98514757104e+11,2.07290884077e+11,2.10792831024e+11,2.15099122177e+11,2.22905278725e+11,2.26181995419e+11,2.33138237779e+11,2.40573174849e+11,2.01086157172e+11,1.89957646301e+11,1.91698205287e+11,1.92186621711e+11,1.93576379605e+11,1.67268962388e+11,1.80263224137e+11,1.99809684414e+11,2.17710924121e+11,1.80957229801e+11,2.11921691497e+11,2.3554848684e+11,2.42016028064e+11,2.66321095343e+11,2.78204399465e+11,2.7734862444e+11,2.73770842791e+11,2.53488462583e+11,2.35050472669e+11,2.5040251174e+11,2.7360907534e+11,2.94262546244e+11,3.20142492556e+11,3.3932982715e+11,3.64222477032e+11,3.96989803128e+11,3.99487325357e+11,4.21472455898e+11,4.22820867681e+11,4.33057710527e+11,4.46482167146e+11,3.30643023619e+11,1.62093587015e+11,1.77778108284e+11,2.06443033698e+11,2.38636498579e+11,2.81668552101e+11,3.09289601183e+11,3.4178363184e+11,3.73402525304e+11,4.04745542186e+11,4.59684936337e+11,4.95501111472e+11,5.24443113124e+11,5.47693336861e+11,5.94148750287e+11,6.5177534887e+11,6.80316461937e+11,7.0864598019e+11,7.23928138852e+11,7.78348356707e+11,8.17356008086e+11,8.41248040506e+11,8.36531913857e+11,8.84872879676e+11,9.54997881245e+11,1.01971132706e+12,1.05942816096e+12,1.1128899489e+12,1.16925791311e+12,1.17163816117e+12,1.17852576258e+12,1.2375536111e+12,1.28196602493e+12,1.33465919895e+12,1.38572071138e+12,1.38425918541e+12,1.33767947787e+12,1.31220007563e+12,1.31912056516e+12,1.32838389405e+12,1.33770661833e+12,1.43069755442e+12,1.48381379917e+12,1.56316859197e+12,1.64200244814e+12,1.76024910921e+12,1.86839864803e+12,1.95023807361e+12,1.96623746846e+12,2.0513646504e+12,2.12846610423e+12,2.15338306404e+12,2.23172419179e+12,2.32094002609e+12,2.40161870933e+12,2.42223958108e+12,2.44546342997e+12,2.43567587938e+12,2.43241310799e+12,2.46609422846e+12,2.47659224775e+12,2.52629106125e+12,2.57621414322e+12,2.62636149367e+12,2.6767331126e+12
DJI,52648881.7932,53066867.3113,53484436.8347,53905185.7461,54325498.8538,54749011.1585,55172067.8499,55598343.5478,56024143.8233,56453182.9145,56881726.7739,57332447.112,57782850.502,58234818.8242,58688352.0787,59145381.6695,59602054.6935,60060292.6498,60522056.6563,60983434.3821,61446377.0405,62203681.2536,62964386.542,63728492.9052,64493945.4799,65264835.5085,66039126.6124,66816818.7912,67597912.0446,68380259.0892,69168136.0087,69996546.2906,70826783.3703,71663234.2369,72501474.9334,73345966.3847,74192210.6978,75044742.7335,75898990.6631,76759563.2838,77621814.8296,78544917.1795,79472899.3326,80403355.2274,81341078.5023,82281238.551,83228702.9485,84181047.1487,85135772.6705,86097857.9932,87064823.1191,88120947.8785,89185744.8106,90254087.5623,91331139.4545,92411700.1982,93501007.0502,94596450.6247,95695347.5984,96803046.1327,97914161.0983,99182008.4589,100457988.825,101739326.452,103748632.124,105790968.467,107872605.121,109988411.961,112144834.244,114339615.066,116570346.503,119143872.582,121765922.482,124440519.393,127162206.288,129934991.676,132759762.123,135637418.849,138568877.95,141555070.649,144596943.525,148478622.459,152435724.743,156476817.305,160596121.509,164802449.528,169089873.537,173467457.949,177929121.919,182480239.334,187126422.278,195347675.018,203758507.269,212362556.97,221163525.884,230165180.659,239371353.91,248785945.31,258412922.7,268256323.229,278320254.495,295664860.698,306049858.678,319155553.005,337922076.613,349304942.152,362779370.159,376019467.943,384825624.243,405207101.709,429508136.869,449609624.966,460517483.757,481543594.023,494150641.927,509937897.064,581488231.112,649894430.365,714376064.579,781504675.918,1077260575.84,1143945959.1,1182122629.61,1241694931.52,1203469440.21,1352019375.65,1484482654.19,1329263480.32,1246038662.74,1334713469.41,1400925895.88,1440179732.13,1450534957.88,1459312755.79,1478691465.54,1480967925.99,1466119667.57,1460770886.89,1469747081.05,1439300761.24,1515422728.36,1383173457.77,1521156548.33,1953576272.57,1517724737.33,1704842559.7,1524144460.17,1687918178.12,1651167876.39,1717467045.87,1655620850.59,1619298588.19,1525774665.65,1555788970.99,1689811464.25,1686634335.43,1726934659.18,1766821387.51,1806294520.42,1845354057.91
DMA,7523084.46191,7646517.23666,7768722.42998,7890057.7219,8010876.52824,8130470.95126,8249195.47291,8367400.31081,8484383.96359,8600497.71494,8716088.58441,8769573.66209,8822564.08996,8875403.68931,8927403.75148,8978909.16384,9030260.54951,9080775.59617,9130795.99301,9180659.16503,9229689.19616,9419876.50461,9610922.2125,9802826.31983,9995588.8266,10189209.7328,10383689.0385,10579026.7436,10775222.8481,10972277.352,11170190.2555,11012032.3233,10844020.9328,10666156.0839,10478437.7767,10280866.0111,10073440.7871,9856162.10478,9629029.96407,9392044.36502,9145205.30756,9640920.6507,10146416.9114,10661694.0897,11186752.1855,11721591.1989,12266704.6606,12821111.5542,13385299.3654,13959268.0941,14543017.7404,15267050.1673,16007859.4445,16765445.5721,17539808.5501,18330353.1406,19138254.3139,19962932.3376,20804387.2118,21662618.9364,22537627.5114,23282811.3398,24038166.7153,24803693.638,25823006.6326,26857081.865,27905919.3353,28969519.0433,30047880.9892,31141005.1729,32248891.5944,32885014.3488,33510628.8382,34127556.1828,34733930.2554,35331662.1902,35918795.8462,36497332.371,37065225.6105,37624566.7258,38173219.5482,40983413.0129,43873741.9528,46846477.5569,49899303.6302,53034581.374,56249904.5802,59547724.4639,62925544.8031,66385906.827,69926224.2986,70896253.7961,71859082.2015,72814709.5157,73763135.7379,74704360.8689,75639846.8021,76566692.2528,77486336.6124,78398779.8798,79304022.0562,83135638.6365,87110498.1725,91366006.0472,95574820.0719,100038529.226,104865704.538,109892422.185,115021136.237,120355213.042,126120745.848,132270252.291,138696096.899,144024220.335,150290840.955,156876638.635,167129752.277,178029448.272,189352229.893,201738311.341,204782470.703,215386684.591,235982162.476,261661407.471,247150024.414,259513947.797,274465698.242,273334380.905,309472668.559,268729386.301,279322037.673,324055564.928,345360934.647,362019625.651,371312830.659,374078929.686,409467566.302,432135071.05,452170519.257,439390234.316,467919474.728,469148952.801,517004178.373,523943199.228,523908989.429,532490523.546,548696985.104,572785894.885,605100452.752,608610620.936,608113642.782,609695876.495,599367888.54,619349822.836,627750679.423,629359547.63,667353935.186,709791279.368,724927576.55,771496885.056
DNK,3212375970.64,3061196433.38,3175535800.29,3197303569.58,3216679945.35,3570708425.48,3365654030.31,3418564255.99,3391396344.64,3614697402.26,3581072069.86,3634093630.32,3742085012.92,3974918899.1,3941038152.82,4075000871.94,4083515659.15,4084625588.09,4156632769.56,4396964649.53,4586393946.48,4610146446.26,4876434741.72,4854485622.86,4995586013.73,5083153251.08,5176332460.11,5020086098.69,5206689744.31,5373411156.43,5504475360.6,5565915545.56,5769111348.41,5980451934.66,6003060795.78,6032905322.66,6257735775.77,6477655495.38,6523138685.59,6615172259.69,7019375438.35,7191139583.63,7396295402.58,7569681340.31,7736339895.59,8155060624.23,8441203387.39,8614276218.45,8728273455.29,9073247012.0,9370726112.01,9764121100.31,10005150058.5,10610321745.2,10858407271.8,11056479758.4,11376521947.4,11795757701.2,12160038336.9,12616130597.6,12977868266.8,13734391022.7,13795633350.7,14384826463.4,15351689898.0,14331104844.9,14985821108.0,14140688875.6,13723959683.6,15539242605.9,16302577484.9,15858974318.8,17523429231.9,19455703145.7,19600710578.6,19219508634.9,20466906657.0,21019244905.1,21885373082.7,23522565628.2,25082562873.7,25411146735.2,24745603145.0,25570603465.4,26353059661.6,26983136168.0,27704791234.8,28425068755.7,29158884126.5,30600795402.9,26355733932.8,23576459665.3,23873018346.7,26213285298.3,28618052868.0,26169638279.4,29860443569.4,31212773249.3,31738696493.0,33627082247.4,35973673812.7,34554622370.9,35877655226.8,38447757043.3,39880128639.5,39887235113.6,40833251125.0,42574950723.5,43820828097.3,48107550359.4,50810877989.0,53974953957.9,57069471403.3,58190728868.4,63377097477.5,66463415573.4,68590183558.7,72514772026.1,76594936367.2,82476334200.3,84056514376.9,86014842172.9,89911765962.9,95106331157.8,91264994386.0,90540052523.0,96955504008.2,98967975576.1,1.02338107454e+11,1.05444461301e+11,1.03520998379e+11,99025461002.9,1.0016543996e+11,1.01002298296e+11,1.03728241733e+11,1.06473133428e+11,1.14912203873e+11,1.15974153007e+11,1.15925635103e+11,1.17722514481e+11,1.20464353226e+11,1.21784072338e+11,1.25754898951e+11,1.24732155709e+11,1.32589793016e+11,1.38315125927e+11,1.43231734009e+11,1.53555863736e+11,1.61287598162e+11,1.65548185364e+11,1.7351573821e+11,1.729087811e+11,1.76134027494e+11,1.68765828053e+11,1.75199596392e+11,1.7409034243e+11,1.75298918745e+11,1.7651097266e+11,1.77726504173e+11,1.78945513287e+11
DOM,79821261.8324,80151795.7944,80478931.1924,80802668.0272,81123006.2984,81439946.0058,81753487.1499,82063629.7303,82370743.5434,82674087.8676,82974033.628,85303786.9316,87617976.3012,89916234.1981,92198560.6227,94464955.5748,96715419.0539,98949951.0609,101168551.595,103370863.28,105557601.999,110812831.065,116186265.522,121678637.072,127289201.208,133018715.244,138866409.06,144833065.579,150917889.075,157121688.08,163443641.255,171231596.445,179178551.511,187284506.455,195549907.16,203973868.262,212556829.241,221298790.099,230199750.833,239259711.445,248478671.936,259590767.188,270906618.142,282426709.091,294151549.946,306080127.293,318212944.638,330550531.095,343091834.837,355837920.496,368787710.634,389809664.497,411411848.685,433594263.2,456356908.042,479699783.211,503622888.707,528126224.53,553209790.679,578873587.154,605117613.957,638583493.404,672928103.712,708152919.241,751344626.151,795813502.245,841558785.711,888579619.398,936877693.773,986451270.704,1037302135.99,1099195228.14,1162852491.86,1228275855.95,1295463343.94,1364416979.98,1435135763.9,1507618600.21,1581867656.07,1657880716.66,1735660044.48,1806431717.15,1878616152.57,1952215756.15,2027229337.1,2103656895.41,2181497121.09,2260752610.29,2341422076.86,2423504139.29,2507001536.76,2641436323.32,2778936880.52,2919504685.18,3063136807.47,3209834700.38,3359598363.92,3503526178.63,3650249867.47,3799769430.43,3952084867.53,4886316510.93,4639791170.53,4526431947.81,5013929476.26,4976341020.95,5465179109.92,6241893923.62,6069921246.05,6155596565.68,6976914614.03,6796436839.76,8475284784.75,9113909517.86,9594194223.19,8360773929.69,9129525259.07,9332447849.09,9357288142.46,10366264828.2,12180593556.4,13282774753.7,14708646387.4,16316448609.1,17988124100.3,19928334277.9,19486769824.0,20412196370.6,20211401931.1,21181898303.3,23961037324.0,25514407133.1,25517818471.8,26783085068.1,25954742682.5,25834748034.6,27293485290.1,28509607334.7,30617274462.7,30161926173.5,27753998476.1,28308357660.8,31402165811.7,34210293208.2,35785754599.0,37317522829.3,39613640517.2,43487905294.0,47361614130.4,49927485353.9,51658198480.3,53739457523.6,56366805091.0,54559279662.4,56490352058.6,60845113995.2,65129413992.7,69513052591.9,73996029792.9,78578345595.6
DZA,4223348614.27,4312048669.92,4401662773.74,4492190925.78,4583633125.94,4675989374.28,4769258578.99,4863442913.91,4958541296.97,5054553728.19,5151480207.58,5249317312.85,5348067256.87,5447731170.69,5548310224.48,5649803267.7,5752209110.49,5855528923.08,5959763914.82,6064912896.0,6170974637.56,6319056166.8,6468807080.08,6620229889.04,6773323346.82,6928086134.91,7084520872.45,7242626258.76,7402402293.88,7563847587.68,7726964902.52,7891752866.17,8058211478.63,8226339278.15,8396139170.33,8567609711.32,8740750901.19,8915562739.81,9092043675.94,9270196794.28,9450020561.43,9631519792.46,9814691402.68,9999532164.13,10186043681.8,10374227632.5,10564080680.6,10755604485.1,10948799045.7,11143666110.9,11340202201.9,11538400128.9,11738268633.0,11939809534.0,12143019210.3,12347899463.8,12554450294.5,12762671702.3,12972565596.8,13184128177.1,13397361334.3,13612263105.6,13828835418.3,14047078272.4,14206695978.9,14367187049.1,14528555509.0,14690799350.5,14853918573.2,15017913177.5,15182783163.1,15348543048.6,15515178446.8,15682689357.8,15851075781.6,16020339829.8,16190477288.6,16361490260.2,16533378744.6,16706142741.7,16879782251.7,17054284267.0,17229661682.5,17405916684.9,17583044910.1,17761048535.6,17939927561.2,18119681987.0,18300314046.5,18481819282.1,18664199917.8,18847474047.5,19031621456.5,19216644397.1,19402545159.1,19589321471.4,19776971025.5,19965496111.0,20154899055.6,20345177550.5,20536329249.4,20739446231.5,21670081517.6,22041507431.6,23641928738.4,24281952830.1,26959971762.2,30331352427.3,31752603283.2,37940567479.1,40889676195.0,37171714096.8,29006129889.2,35127970627.2,37377234721.6,40734276467.4,35702603023.5,41344909387.1,44706829915.7,48669144934.6,55148616088.5,53716430445.7,60897212859.0,66499608518.2,94473203501.9,90522228897.8,97685365587.8,1.07307695514e+11,1.16710094358e+11,1.36108861666e+11,1.49791938496e+11,1.61422292098e+11,1.62386634185e+11,1.71229283745e+11,1.79043446032e+11,1.88683576275e+11,1.62277701106e+11,1.52002501505e+11,1.38561418432e+11,1.42707743781e+11,1.50183976113e+11,1.540024532e+11,1.49731713356e+11,1.39960598402e+11,1.37542792005e+11,1.42445443087e+11,1.57965000218e+11,1.58158805029e+11,1.55548607247e+11,1.66576753613e+11,2.06619714099e+11,1.99019288119e+11,2.02281140914e+11,2.22122155541e+11,2.33985359809e+11,2.728119138e+11,2.72132463237e+11,2.71341046575e+11,2.70437663814e+11,2.69422314956e+11
ECU,315186406.74,318733253.417,322273950.76,325808498.771,329336897.446,332859146.788,336375246.798,339885197.473,343388998.814,346886650.822,350378536.632,358409919.972,366526226.6,374729118.362,383018236.459,391396381.427,399859115.403,408408460.489,417044421.154,425768600.905,435890789.344,442087931.837,448285504.627,454482647.12,460680219.91,466877362.403,473074504.896,479272077.686,485469220.179,491666792.969,497863935.462,511651395.134,525613285.417,539750059.224,554060818.269,568546007.927,583205628.196,598039679.079,613048651.174,628231570.818,643588921.073,664963656.632,686633691.759,708600072.672,730861729.913,753419756.182,776273610.941,799422707.163,822868207.277,846608925.613,870646071.085,902002511.417,933904204.454,967884380.285,1000899285.03,1036038769.88,1071768945.16,1109714575.99,1158180502.85,1209226101.09,1262918812.22,1314073292.44,1369483003.09,1424015698.63,1468788504.75,1512393645.08,1543967210.74,1574047089.69,1606255499.94,1653636491.18,1703507345.19,1735174727.18,1767132324.33,1801302551.29,1833856701.8,1868655728.27,1901806432.13,1974985489.78,2051102715.13,2130206477.37,2167569070.98,2230121984.68,2288437873.41,2391613608.71,2494789344.02,2597964008.3,2727543846.68,2861882072.32,2995597008.6,3134270929.22,3375611290.06,3392276447.96,3533576687.97,3959664885.86,3990111647.24,3981509246.18,4406351964.61,4824045569.94,5406004203.94,5425130041.86,5796322016.24,5963375237.01,6591618620.91,6893719413.06,7604311889.5,7914774893.69,8173795549.42,8484863712.38,8680451689.87,9114568029.5,9685318768.02,10118977569.5,10626276152.7,10846579295.5,11671969500.2,12005791743.8,12441804987.5,13358395937.4,13978218213.8,14332520064.2,15450275978.4,16042700785.5,16958808859.1,19564704924.7,24405607597.3,24703888118.0,27391764321.2,30597957158.7,31639812033.3,34838989787.5,36974516812.5,37509020835.8,37860065063.9,36532844617.4,37602855539.3,38476016509.6,36747798487.0,35095640103.1,37168337793.0,38331274469.4,41167331393.2,42347403218.5,43752684418.4,42748458494.2,45177559877.4,46076142333.2,47762421626.7,49605191677.0,49387950525.8,48783141329.4,53281345530.9,55132046562.7,60854819653.3,65043468796.0,72887318815.8,82505022741.6,86696636521.2,90957941136.8,95288936588.4,99689622876.2
