ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
SAU,3381024841.53,3401240031.31,3421509455.15,3441833113.03,3462211004.99,3482641595.64,3503127949.75,3523668537.92,3544263360.13,3564912416.41,3585615706.72,3606520890.35,3627482997.39,3648498880.26,3669571698.39,3690698280.52,3711880209.3,3733119091.09,3754411719.12,3775761311.99,3797164639.28,3843772986.32,3890597585.5,3937641729.34,3984902095.77,4032382036.38,4080079882.74,4127993907.45,4176127550.57,4224477342.51,4273046782.44,4323504487.43,4374207701.75,4425156425.43,4476350658.41,4527790400.75,4579477512.67,4631408288.43,4683584573.49,4736006367.88,4788673671.62,4842143503.51,4895869296.07,4949847166.38,5004079048.48,5058564942.42,5113306856.06,5168300788.39,5223548732.52,5279052740.65,5334808723.2,5391434902.46,5448323832.24,5505475512.48,5562889943.19,5620567124.42,5678507056.11,5736709738.31,5795175170.97,5853903354.11,5912894287.77,5968975651.71,6025275511.53,6081798340.57,6301592682.51,6522510851.21,6744550362.34,6967716109.37,7192005683.16,7417416373.93,7643953526.04,7891540535.89,8141295608.69,8393224539.76,8647324469.05,8903595396.52,9162034086.37,9422646935.11,9685430782.03,9950382165.87,10217507934.1,10489563948.7,10763905794.2,11040533470.5,11319446977.7,11600646315.6,11884131484.5,12169902484.1,12457959314.6,12748301976.0,13040930468.2,13339330911.2,13640137278.5,13943354083.3,14248972373.9,14556996588.7,14867426727.6,15180262790.7,15495509667.1,15813157653.5,16133211564.2,17635648103.2,18836087993.1,20841076597.6,23355723969.9,24012388980.9,25876355357.6,26861943251.5,28226080030.8,31145931490.6,34230431961.7,38982983072.6,44320646399.3,48820274515.5,53741662397.8,60820436109.6,70377126112.4,77206751564.9,84630796751.4,91567901030.1,92722826020.7,1.12484427079e+11,1.3347134642e+11,1.54713215315e+11,2.37968066967e+11,2.03355018708e+11,2.46476645177e+11,2.52699010094e+11,2.47250953576e+11,2.59949362025e+11,2.84059487545e+11,2.86772315275e+11,2.52996428235e+11,2.37685264259e+11,2.27271879439e+11,1.9952801089e+11,2.04982078068e+11,1.97710763629e+11,2.02563134869e+11,2.13411644154e+11,2.4575135468e+11,2.58914304496e+11,2.76477433123e+11,2.74061687628e+11,2.64981675374e+11,2.65655806913e+11,2.91310288601e+11,3.08582633637e+11,2.84401538943e+11,3.23160474115e+11,3.83173575619e+11,3.6626386206e+11,3.87868942654e+11,4.33195214576e+11,4.96737309402e+11,6.07197587174e+11,6.00215807409e+11,5.92368358809e+11,5.83655241375e+11,5.74076455105e+11
SDN,3901133684.92,3929752969.27,3958448275.28,3987221065.42,4016069869.18,4044996165.11,4073999215.95,4103078268.32,4132234824.95,4161467375.07,4190777437.49,4221141498.09,4251591773.0,4282129027.68,4312754043.7,4343466047.53,4374264249.57,4405149431.38,4436122390.63,4467182337.71,4498328466.87,4550399152.29,4602656519.6,4655100568.81,4707731299.91,4760548712.91,4813551956.95,4866742726.22,4920120177.38,4973684310.45,5027435125.4,5083263230.34,5139310015.48,5195576384.32,5252060537.41,5308763370.7,5365684884.2,5422825077.92,5480184892.91,5537762454.56,5595558696.42,5656402829.3,5717509790.44,5778880558.51,5840513183.67,5902408637.11,5964566918.79,6026988028.79,6089672983.24,6152619757.21,6215829359.5,6283722972.46,6351943410.31,6420489619.26,6489363699.36,6558564604.35,6628092334.23,6697946889.06,6768127177.28,6838635374.3,6909470396.28,6988055910.29,7067068454.44,7146508028.78,7174511627.7,7202480087.89,7230411153.14,7258305951.96,7286164484.29,7313986750.13,7341772749.48,7382780293.93,7423737631.28,7464643636.97,7505497189.0,7546299410.64,7587051422.63,7627752102.97,7668400332.19,7708997231.03,7749543917.67,7818922072.57,7888214774.11,7957424256.45,8026548286.63,8095589096.47,8164545569.71,8233416592.64,8302204393.31,8370906744.95,8439525873.06,8612358024.15,8784984860.61,8957408604.11,9129627034.24,9301642370.13,9473453501.89,9645059322.21,9816462046.29,9987659460.28,10158653776.8,10637614675.8,11153407963.2,11654525361.7,12193817966.8,12745195935.2,14042433994.2,13781143852.3,14291132235.0,15902883524.6,16108091291.7,16080970654.1,17173289495.0,16636033256.3,16416670183.9,17520646846.0,17028991642.9,16215579869.3,16923248452.2,17660020049.1,16594993507.1,17654912818.7,15992554724.8,14803780093.3,17618057234.8,21334581082.9,25252148822.3,28714346135.9,27006250215.5,24400447513.2,25231674188.7,27840502405.9,31756026655.8,28705837013.6,29025030902.0,29565983097.3,32494047881.3,33430730902.0,35038243966.1,33676695195.0,35223145859.5,37501324105.5,36896174577.0,36564306980.5,39320247218.0,39694847000.7,41020367506.3,43247766523.2,44842825697.5,53417602356.4,59835478988.8,60461540918.7,62819465360.0,69327809008.8,76448751759.5,88466299412.1,88499546994.3,88482040844.1,88413780961.7,88294767346.9
SEN,637492832.784,643360267.09,649252564.496,655170552.241,661114230.324,667083598.745,673078657.505,679099406.603,685145846.04,691217975.814,697315795.927,703822023.485,710357948.889,716923572.141,723519784.819,730144808.361,736799529.75,743483948.987,750198976.033,756942795.561,763716312.935,774369807.48,785087582.596,795871502.322,806719685.465,817634030.37,828612621.538,839657391.623,850766390.821,861941586.086,873180993.312,885268019.653,897434510.145,909678429.229,922000790.383,934401593.626,946880838.938,959439591.286,972075729.342,984790309.468,997583331.682,1014812275.16,1032186548.6,1049707242.69,1067374357.4,1085187892.77,1103147848.76,1121254225.4,1139507022.68,1157906240.6,1176453055.61,1214655452.53,1253286682.16,1292346744.5,1331835639.54,1371753367.3,1412099927.76,1452875320.93,1494079546.81,1535712605.4,1577774496.69,1582141333.15,1586422403.07,1590617706.45,1598242651.04,1605877096.28,1613520611.05,1621172755.88,1628833082.88,1636501135.58,1644176448.88,1700239343.13,1757167361.55,1814971398.38,1873662472.28,1933251727.64,1993750435.93,2055169997.03,2117521940.72,2180817927.93,2245069752.27,2310289341.38,2376488758.39,2443681740.3,2511877565.41,2581090235.46,2651332370.28,2722616732.48,2794957835.51,2868365534.07,2942854620.94,3070602943.09,3200384801.97,3332226107.39,3466153066.77,3602192188.29,3740368560.22,3880712734.5,4023250432.46,4168009398.08,4315017692.71,4511380628.72,4711900219.12,4912862177.59,5121597045.01,5330585363.33,5587642810.29,5850000742.74,6113381077.37,6377403154.11,6546552243.6,6708133326.68,6666657220.34,6806049714.66,7055393301.76,6997969320.01,7242344364.61,7214486852.82,6949348070.33,6191543496.17,6892519263.06,6859360599.44,7105885715.41,6690077284.49,7398464996.05,7721134923.84,8211312886.41,8328733365.86,8161711100.75,8740576429.43,8290655687.59,8449053873.06,9863307980.21,10535615860.1,11251238775.0,12486130290.3,13263652293.6,13569018194.5,14020145650.1,13887298611.1,14203627682.6,14079237399.1,14297107259.7,13919407585.1,14174094478.2,14261754975.7,15111345689.7,15426394749.3,16166158725.1,17046132670.1,17220097789.6,17892269213.0,17781791258.5,18786466070.7,19350316265.5,20311415340.5,20583133968.6,20848851748.5,21108568680.4,21362284764.2
SGP,60908490.7098,62592444.3834,64270246.6637,65941897.5506,67606456.6159,69265806.3419,70919004.6745,72566051.6139,74206947.1599,75841691.3126,77469353.3974,79609276.662,81740310.1553,83863384.552,85978499.8521,88086578.602,90185774.0832,92277010.4677,94360287.7556,96436521.9908,98503879.4597,103173810.902,107975491.375,112909969.364,117981158.286,123192099.925,128546910.224,134046740.717,139695813.002,145498482.817,151455984.763,158602832.606,165947997.998,173497031.946,181252160.831,189219091.059,197402494.53,205807134.544,214439112.677,223300910.843,232398800.831,243291978.295,254483361.461,265979516.243,277787136.723,289913047.474,302365630.517,315149153.314,328272247.169,341742282.586,330857476.518,366025022.145,354766678.987,349832479.052,375029061.793,388299791.913,406976033.677,411489509.129,464869260.999,462500484.808,513545785.038,484212873.579,478748052.809,475690931.332,488548381.435,505072302.726,461970397.381,553338769.439,526938628.098,545551874.485,604172238.961,691158922.921,742050427.316,787320481.882,820986737.916,996022164.562,997685368.631,992221084.442,1281090473.17,1422208813.76,1214250095.93,1016725694.92,996709565.798,1367465428.24,1321761977.51,1666530474.85,1647276890.14,1881921487.03,1577371518.32,1851860515.53,1879325728.34,1935188216.94,1990216029.45,2044406709.65,2097765185.42,2150288985.12,2201978108.74,2252832556.3,2302849948.5,2352035059.31,2400385494.03,2583070603.14,2761680596.64,2952722286.47,3110623286.4,3314278906.36,3436180078.11,3570117343.85,3689175366.93,3661104544.25,4024270927.65,4300064475.77,4694569983.72,5314789359.66,5155944206.09,5659589299.26,6396373110.1,7325073579.86,8424692332.81,9760395906.88,11117542295.8,12637562141.6,14341688752.1,15837855124.7,17189704133.2,17600583707.5,18840769333.8,19929220068.7,22028081312.7,24382908184.8,27449861310.3,30014893104.4,33123767048.0,36899743941.7,39763162517.1,38307068429.7,38313281732.5,41538702544.8,45136920475.4,49865911305.9,56305139052.9,61004396715.8,65084764059.2,72932143901.1,80150527534.5,88685026476.9,95574023529.3,1.08604066402e+11,1.07248637716e+11,1.16520083542e+11,1.41518733806e+11,1.42497661342e+11,1.56463381881e+11,1.68888413572e+11,2.07722916848e+11,2.40394717017e+11,2.4541870245e+11,2.50376323465e+11,2.55267580061e+11,2.6009247224e+11
SLB,14031886.7105,14099018.6538,14166029.9648,14232623.4803,14299393.7567,14366043.4007,14432572.4123,14498684.5494,14564972.5264,14631139.8711,14696891.0319,14736238.4234,14775211.5301,14814400.7643,14853216.1741,14892247.2509,14930904.9638,14969777.8833,15008277.8992,15046992.6614,15085334.9805,15251749.6657,15419177.3012,15587918.5347,15758282.9599,15929675.9773,16102711.6861,16276786.5443,16452212.5411,16629310.8175,16807464.2655,16989218.8547,17172067.3396,17356656.3129,17542350.4798,17729805.8543,17918377.8293,18108731.9253,18300214.1387,18493499.5827,18687924.7718,18884205.999,19081986.9786,19281276.1046,19481732.7382,19684061.0686,19887922.9545,20093326.9489,20300281.6454,20508795.6775,20718513.9115,20996823.17,21277184.1075,21560349.4531,21845587.7387,22133284.3718,22423839.5379,22716499.9142,23011662.1219,23309737.7742,23609951.3766,24098400.6576,24592501.1187,25093105.6037,26024933.1584,26985699.2669,27977072.3002,28999004.7933,30053251.5658,31140242.0344,32260379.9551,33451947.9603,34681389.3811,35948709.2267,37255467.2495,38603302.9631,39992221.0036,41423902.0035,42900111.954,44420855.3572,45738687.1024,47142554.2168,48584010.795,50062653.0351,51580032.7291,53137081.3395,54734751.4981,56374017.4681,58055875.6161,58879324.3824,59697657.3481,60577683.2224,61452464.0254,62320522.2492,63182588.6662,64037130.7028,64883329.6612,65720335.9537,66547268.2029,67363212.3178,68167220.5446,71600334.9719,76786519.4502,79132127.0208,82590196.6968,86113877.4975,89866858.49,93754851.5005,97352196.5472,101136348.579,105439438.564,111462187.354,115238407.95,122125558.367,127955147.348,135242857.792,142543203.721,148430508.019,158030010.816,166473476.292,182926196.441,199341742.434,212581114.18,235548971.313,252381493.817,259359274.738,271425305.257,279362982.961,296992097.967,322435262.764,318796894.593,323276383.678,331437257.601,342886430.633,349785923.835,366346106.455,385471995.931,400492494.843,416319385.718,432516709.221,434684392.797,455901969.859,480039674.441,505963892.659,531995909.351,559809214.906,588262321.56,617556786.471,631627958.184,685221693.287,689341499.116,698545701.191,776873145.319,833552483.909,893404243.158,956420383.641,1032935740.81,1095873194.43,1158708009.66,1232243575.14
SLE,17001522.7759,17286111.1888,17572347.4992,17861135.3124,18152024.0706,18444553.2584,18739641.417,19036365.0267,19335652.5857,19637041.0895,19940057.5767,21158986.4459,22389102.0996,23630877.4993,24884312.6451,26149407.537,27426650.072,28715066.9451,30015143.5644,31326879.9297,32650773.8952,34786045.9548,36955672.243,39158643.1152,41395977.5072,43666647.192,45971689.6877,48310058.1851,50682273.7663,53088876.0947,55528790.4884,59114185.202,62752241.2576,66442400.41,70185774.5047,73981809.9418,77829934.5388,81731288.0146,85685302.8329,89691392.8746,93750725.7319,99737069.4911,105805322.635,111956089.864,118188166.424,124502152.368,130898666.334,137376475.693,143936194.437,150578455.139,157301997.298,167251301.671,177328669.218,187532811.563,197864370.572,208323346.244,218910403.671,229624217.315,240465447.622,251434773.621,262530841.9,277530447.967,292708441.08,308064821.237,321277144.878,334474318.6,347656342.404,360823216.289,373974940.256,387111514.304,400232938.434,420005974.14,439756284.968,459483870.918,479188731.991,498870868.185,518530279.503,538166965.942,557780927.504,577372164.188,596940675.994,626429792.969,655884822.629,685305764.971,714692619.997,744045387.706,773364068.099,802648661.175,831899166.935,861115585.378,890297916.505,934275937.093,978202826.708,1022078585.35,1065903213.01,1109676709.7,1153398390.83,1197069625.96,1240689730.12,1284258703.3,1327776545.52,1408553451.18,1455695826.3,1514214820.63,1601818494.1,1660763130.45,1722957472.79,1773137136.86,1810322014.68,1897453777.2,1942349856.96,1791328436.4,1884497185.1,2003626710.09,2381031981.74,2423024108.81,2400971675.23,2182874825.5,2353065353.27,2480059540.07,2955787115.13,2999741965.85,3117058318.21,3232225946.5,3310746696.12,3299321827.24,3243461880.26,3268075820.73,3383917413.26,3464968822.16,3405488160.39,3599701214.71,3787104013.24,3723228526.1,3894840231.03,3970938339.0,4111886013.15,4459475592.89,4694868235.64,5010871752.74,5511053479.38,5601695332.57,5284331561.9,5835650604.71,6494900975.9,6103726152.95,5116953019.81,4554947738.04,4005272449.43,2943286215.7,3387409460.0,3902908255.9,4519963190.36,4651283082.34,4717243048.37,4678371620.85,4636133714.73,4582377599.58,4517103275.41,4440310742.22
SLV,55990460.5848,56784480.2742,57572754.9817,58355284.7074,59132069.4517,59903109.2138,60668403.9942,61427953.7927,62181758.6098,62929818.4447,63672133.2978,64408703.1695,65139528.059,65864607.9667,66583942.8925,67297532.8371,68005377.7993,68707477.7798,69403832.7785,70094442.7958,70779307.8308,73475251.5422,76221621.3139,79018121.6678,81864899.0501,84762110.2491,87709444.2739,90707217.2863,93755107.9535,96853275.6492,100001890.089,103200614.427,106449615.794,109749071.661,113098629.67,116498464.708,119948576.774,123449153.683,126999822.391,130600768.129,134252186.464,137953688.843,141705468.252,145507728.015,149360064.066,153262677.144,157215778.334,161218948.056,165272394.806,169376337.424,173530340.816,183709448.1,194178292.046,204937113.976,215985437.881,227323498.45,238951295.682,250868829.577,263076374.613,275573388.466,288360138.983,306939332.569,326056494.585,345711337.286,369388360.209,393845714.222,419083735.835,445102107.788,471900474.322,499479171.947,527838575.67,521777268.721,540723167.749,555762667.47,581738401.333,530422842.485,614510846.214,533618964.912,609450628.123,602837124.532,606633158.225,549258322.383,500680466.033,573746805.265,598037637.656,663788312.218,654099375.415,722054122.785,675996369.347,730539764.204,799653730.159,790787654.116,862757822.491,950188990.27,904599929.265,875490669.645,876961506.354,1088633438.59,1361677626.45,1214073894.8,1183049628.07,1252079677.07,1325023199.92,1418911931.56,1505311040.17,1561211406.86,1628247831.61,1759003172.18,1684831317.71,1698935898.64,1722909258.64,1770487195.33,1950790870.72,2014915428.04,2190283234.89,2349226239.75,2501347547.61,2637370119.38,2647403765.11,2735404950.46,2996434037.15,3027422780.99,3227784775.24,3462893812.86,3423662417.5,3554322074.02,4123397839.77,4852067538.35,4556895487.24,4564885976.82,4139789234.25,3703023046.56,3578125507.35,3679668504.93,3881252397.6,4102469269.73,4445659037.54,4497902205.48,4792773836.1,4937200881.44,4928371736.06,5285490406.75,5791284181.63,6541037225.52,7307968148.19,8297328059.27,8845752415.69,9674103461.24,10526608140.9,11342389349.3,12090153792.1,13168399911.3,14276754164.1,15448592354.6,16708308105.5,18664708989.0,22223914515.7,25838946380.2,29509804582.4,33236489122.3
SOM,22760811.0797,22982617.8023,23205498.2364,23429432.5677,23654400.5416,23880422.1925,24107517.9953,24335667.6952,24564850.5974,24795087.1767,25026398.348,25290532.3518,25556031.7766,25822938.7826,26091210.9896,26360890.998,26631957.5626,26904388.9978,27178228.5648,27453432.7822,27730045.3515,28136100.0703,28544878.3852,28956402.9285,29370628.6414,29787577.9504,30207250.8557,30629647.3573,31054791.1143,31482635.0138,31913202.5093,32354965.769,32799596.0152,33247093.2482,33697457.4677,34150713.7711,34606812.1694,35065777.5542,35527609.9257,35992309.284,36459875.6288,36939972.0176,37423086.1788,37909244.8534,38398394.7652,38890562.4495,39385747.9065,39883951.136,40385199.9058,40889438.886,41396695.6385,41917954.8338,42442419.3941,42970032.3462,43500851.0742,44034817.7831,44571961.2675,45112311.1443,45655808.3856,46202512.4301,46752363.4281,47540710.9685,48335442.2931,49136496.3199,49817974.1056,50504217.9411,51195286.2181,51891143.8976,52591849.5197,53297462.2787,54007946.7804,54772713.9354,55542814.6582,56318311.2981,57099266.8866,57885680.3243,58677550.1379,59474939.8292,60277913.5932,61086470.4316,61900608.9668,62776930.8132,63659363.0108,64548007.1341,65442865.1455,66343938.6351,67251330.5378,68165042.941,69085111.7434,70011538.6967,70944428.5778,71948538.9151,72959648.838,73977867.7423,75003201.2559,76035654.6374,77075338.7512,78122259.4109,79176457.6733,80237939.0382,81306816.3619,86530510.4754,89730087.7616,93477914.9024,99243792.0177,102840396.651,106335467.322,109978165.875,112593490.956,118646011.946,119588606.208,125369530.285,130983920.262,136122953.567,121480702.092,113465689.402,129900144.064,137934337.934,140843849.278,123185920.647,133212276.268,134809684.485,145619762.654,140901089.725,113175532.61,158490374.53,168744977.783,229361727.084,249597167.881,231075473.711,214346289.457,236191800.928,245250103.1,213793502.61,210605675.485,217514526.105,217200375.945,222752262.471,224752967.175,231913714.933,232173983.995,215994476.953,193524657.601,193188947.739,194126818.248,197723974.228,202573280.186,202903586.593,203608008.267,208380135.194,212779915.524,215890719.563,225508162.727,235163879.132,246409882.386,258035012.903,269465026.888,284435057.762,298559693.516,306733943.715
SRB,1060655714.62,1087311004.94,1114173842.42,1141243788.51,1168520843.19,1196005006.47,1223696278.35,1251594658.82,1279700147.89,1308012287.9,1336531992.05,1365258804.8,1394192262.12,1423332823.81,1452680489.85,1482235730.63,1511997607.5,1541966588.74,1572142674.33,1602526343.14,1633116639.57,1690437383.52,1748717121.73,1807956845.62,1868156064.39,1929314247.96,1991432446.67,2054510140.25,2118546769.19,2183543442.71,2249499611.11,2316414685.4,2384289833.74,2453123868.33,2522917996.61,2593670991.49,2665384099.71,2738056702.8,2811688143.05,2886279726.08,2961830126.62,3015762309.14,3070155039.78,3125008318.54,3180322145.4,3236096520.38,3292331443.48,3349026914.69,3406182934.01,3463799501.46,3521876617.01,3618559244.51,3716461496.62,3815583373.33,3915924874.64,4017486000.55,4120266751.06,4224267126.17,4329487125.88,4435926750.2,4543586848.47,4585078822.13,4626571645.13,4668064468.14,4692962169.28,4717566609.58,4741879478.74,4765899930.41,4789627964.6,4813062749.92,4836205952.12,4928061993.28,5041495628.46,5271052919.36,5614279879.13,5856182612.75,6224335150.86,6085118072.17,6579074392.4,6882746907.96,6704360378.08,6461174819.3,5820922287.48,5966895429.4,6148562443.37,6016809712.27,6754950692.17,6822264917.14,7323748020.67,7678233660.39,7667487639.19,7655793918.88,7643151364.82,7629559976.93,7615018668.99,7599529623.16,7583091743.5,7565705030.02,8969725081.66,9784134493.16,9104095978.05,9405990996.33,8618546142.09,9909361750.0,9524715546.03,11151698149.3,10603251059.8,13645670203.3,13206392636.5,16964510720.8,17409039284.6,18028662227.7,18983627443.7,21272941587.4,23522178076.7,23978124403.5,26009411224.0,26429122386.8,26898620256.5,29957564009.9,30843782332.0,33769984434.2,35360014982.9,37377868619.4,40634179713.4,41869078030.3,44133008413.2,47830331046.8,50427888244.5,54846395394.7,55574221803.6,56714809816.0,58136260123.7,56910347573.7,57917414956.5,58060320789.8,60467633229.2,59879067128.2,59422657759.6,61094485035.2,66604384642.0,59524866998.3,42921240454.2,29977599763.6,30831938232.7,32737478962.9,59010907345.0,64946977578.9,65362806097.1,57258918759.9,59421140455.1,61576322278.9,63840440010.5,64313562080.1,67845227642.1,70426588936.9,70404802006.2,70348949647.3,70259031859.9,70135048644.2
STP,17869978.2437,18152644.894,18437337.9421,18724781.6667,19013531.468,19305039.8614,19597846.416,19892679.3682,20190282.7861,20489172.4915,20790088.5947,21114953.3944,21441314.2455,21769923.1315,22101547.8673,22434656.7811,22770013.7299,23107618.7137,23448255.3783,23790360.3898,24134713.4362,24612382.8001,25093913.8391,25580098.115,26070935.6278,26567254.8694,27067406.2419,27572210.8513,28082519.3479,28596637.817,29115409.523,29669382.7669,30228526.2739,30791952.4633,31361429.1105,31936076.021,32514983.4555,33099963.5062,33690113.8199,34285434.3969,34884985.9536,35526613.112,36173971.8763,36827062.2467,37485884.2231,38150437.8054,38820722.9938,39496739.7882,40178488.1887,40865968.1949,41559179.8075,42300985.303,43050170.7526,43804687.7095,44565556.7039,45333827.8107,46107408.2664,46888405.6067,47674697.5237,48468421.0974,49267424.4757,50125310.6744,50989156.1979,51861157.215,52360599.2449,52860550.7584,53359902.5921,53857548.0914,54355701.1926,54852149.214,55349103.5827,55902873.8242,56455979.1487,57008419.5557,57560195.0462,58111305.6196,58661751.276,59211532.0153,59760647.8377,60309098.743,60856884.7312,61380950.4811,61904377.6597,62427166.2671,62949316.3032,63470827.768,63991700.6616,64511934.9839,65031530.735,65550487.9148,66068806.5233,66194602.2891,66320209.8708,66444538.9234,66569770.7642,66694814.421,66818581.4305,66943249.3465,67067729.0784,67192020.6262,67316123.9899,67313350.8343,67393357.8414,67555655.009,70452068.1349,63475745.2453,67125361.5809,66701108.4421,73218304.4973,65759342.5426,72893339.3486,79696451.2314,86328624.666,92952501.1459,99467856.3764,105774672.659,113808522.833,120638656.433,127439679.841,134489548.311,132070855.812,139217956.994,143622120.305,149945271.732,158510024.664,168621697.383,171567022.566,205105295.599,222180477.654,258119874.435,216033811.864,193629621.604,199595591.944,190114615.633,185099438.377,191449054.844,180803986.454,173217004.892,167086587.509,188646053.783,184514824.15,181312859.846,180025506.089,182456910.736,180662609.455,173745864.816,183541893.419,185540084.372,200913153.172,198748016.447,212602320.807,238424931.738,248357480.251,259554471.556,282253278.853,287106654.062,287923625.647,288621446.036,289200115.223,289659633.211
SUR,29306827.2598,29428392.793,29548709.28,29667289.2452,29785109.106,29901195.3769,30016518.6115,30130592.7999,30242937.7965,30354515.3586,30464366.661,30708559.9322,30950197.1783,31189755.6128,31427706.5854,31663105.9309,31896426.4648,32127668.1872,32357296.5836,32584379.217,32809383.0388,33770549.2932,34744354.3517,35731260.7681,36731268.5422,37744377.674,38770588.1636,39809900.0111,40862313.2161,41928365.15,43006989.3837,44146912.7139,45301946.1816,46471544.103,47655127.5416,48853846.057,50067129.0259,51294976.4484,52536776.1361,53793744.1526,55065276.6227,56413174.908,57777250.3775,59157503.0309,60553932.8687,61966539.8906,63395324.0965,64840285.4866,66301424.061,67778739.8193,69272232.7619,72139593.6117,75053054.1373,78012614.3388,81018274.2163,84070033.7695,87167892.9987,90311851.9033,93501910.4845,96738068.7414,100020326.674,104372791.364,108816530.235,113352468.457,119104236.694,124990867.345,131010289.292,137163522.619,143450567.328,149871423.419,156427296.654,163650064.981,171034649.865,178579845.542,186284322.464,194150708.782,202176314.45,210363891.408,218712079.159,227219393.425,235888771.816,244517758.695,253299310.354,262235034.858,271321747.025,280561023.971,289952865.699,299497272.207,309196006.291,319045573.307,329047705.104,341061746.56,353290368.987,365731654.857,378389408.281,391261742.675,404348658.041,417650154.378,431164159.43,444894786.763,458839995.068,490030693.58,522632642.012,557484162.571,592637206.512,629925844.002,670104387.758,712197599.733,755567257.187,800927411.306,849800950.009,908090460.51,969553901.139,1024491399.25,1087198176.13,1153406103.95,1222504339.08,1295889813.34,1371929060.73,1455253348.97,1547771502.44,1644773143.56,1700204215.54,1790311548.21,1622621869.22,1764897865.87,1834679097.7,2080112275.55,2211917065.81,2157558984.95,1960215984.09,2072076398.41,1990487042.18,2003529974.39,1956229630.95,2175873027.5,2051810727.79,1846443069.13,2110920744.04,2187451201.83,2226808509.16,2261344887.94,2294321611.52,2095041638.48,2033212128.03,1863393897.93,2287277488.92,2459809359.95,2610303195.71,1984906598.49,2352647626.11,2402614739.57,2463499247.29,2706000832.94,2777479875.58,2805502411.53,2983052395.22,3164277145.91,3349176663.61,3537750948.3
SVK,4244706590.09,4287252922.58,4330001914.45,4372951650.86,4416105953.96,4459462916.41,4503022538.17,4546784819.31,4590747807.74,4634915400.09,4679285651.78,4715806825.14,4752467881.09,4789272776.0,4826217538.68,4863306155.18,4900536636.2,4937906962.64,4975421165.25,5013075198.37,5050873122.58,5145355930.65,5240432693.87,5336099239.61,5432357639.25,5529210083.78,5626652221.1,5724686212.32,5823312057.37,5922532067.05,6022341649.84,6123681788.48,6225639865.16,6328211109.01,6431397890.41,6535200209.47,6639620586.13,6744654010.31,6850302972.13,6956570081.25,7063450148.16,7197255298.48,7331898785.87,7467386007.47,7603714284.44,7740880780.61,7878891128.86,8017742532.44,8157434991.31,8297965512.28,8439340042.48,8598155527.91,8757891334.61,8918553665.47,9080139441.95,9242648664.17,9406078023.87,9570434091.46,9735713604.78,9901913117.7,10069039476.4,10281744851.8,10495687329.8,10710859742.4,10628393875.3,10545103685.2,10460992847.9,10376064876.5,10290312704.4,10203743316.3,10116349809.3,11036192361.4,10737673852.5,11642114038.4,12875757474.0,14415612525.0,14397704773.0,15551503638.1,17000525248.2,17553142969.7,17058301235.1,16405269648.5,15679614145.9,14957144907.2,14343581268.7,14174771110.4,15313296744.1,17010554182.1,17151105431.7,17292049377.7,17433375812.3,17586208758.2,17739570121.3,17893459901.7,18047878099.4,18202824714.5,18358299746.9,18514303196.5,18670835063.6,19750723366.5,21266724148.6,21827619508.7,22716007927.2,22798657504.3,23929905582.4,26167844369.9,27913420307.3,29855980131.5,32411180422.5,34177684157.0,37133439582.4,38596668061.6,39236387381.9,38575606960.8,40426214735.5,41991487217.0,43937033660.6,46024938976.7,48421472071.9,49846949927.1,51138917706.4,53185522023.4,55327136560.8,57361970001.6,59582143559.4,61452296675.6,62559025265.2,65546173760.9,66519233576.2,67292023542.8,69459987790.2,69278883522.2,70878691785.7,72218109259.5,74192842738.9,75073586640.1,76812777039.7,77541131896.9,79625690024.5,80662970967.1,78800417144.0,62632435147.1,58346978482.3,58931152819.8,61999808910.5,65293101453.3,66650059659.0,67887607938.6,68165795533.6,66245257078.2,69048742529.4,72272085795.0,75694308024.8,77453974790.2,80469909028.6,84660326747.8,89570464772.8,94507201110.5,99470535761.1,1.04460468724e+11
